1	0	2	0.5
1	0	3	0.5
1	0	4	0.5
1	0	7	0.5
1	0	8	0.5
1	0	9	0.5
1	0	10	0.5
1	0	11	0.5
1	1	0	0.6785714285714286
1	1	1	0.5
1	1	2	0.5
1	1	3	0.5384615384615384
1	1	4	0.5
1	1	5	0.5
1	1	6	0.5
1	1	7	0.6666666666666667
1	1	8	0.5
1	1	10	0.5
1	2	0	0.7666666666666666
1	2	1	0.5
1	2	2	0.5
1	2	3	0.3846153846153846
1	2	4	0.5
1	2	5	0.5
1	2	7	0.4444444444444444
1	2	10	0.5
1	2	11	0.5
1	3	2	0.5
1	3	3	0.33333333333333337
1	3	6	0.5
1	3	7	0.2222222222222222
1	3	8	0.5
1	3	9	0.5
1	3	10	0.5
1	3	11	0.5
1	4	4	0.5
1	4	10	0.5
1	5	2	0.5
1	5	3	0.5
1	5	4	0.5
1	5	8	0.5
1	5	9	0.5
1	5	10	0.5
1	5	11	0.5
1	6	2	0.5
1	6	4	0.6818181818181819
1	6	6	0.5
1	6	9	0.5
1	6	10	0.5
1	7	0	0.5
1	7	1	0.5
1	7	2	0.5
1	7	4	0.2142857142857143
1	7	7	0.5
1	7	8	0.5
1	7	9	0.5
1	7	10	0.5
1	7	11	0.5
1	8	4	0.8076923076923077
1	8	6	0.5833333333333333
1	8	7	0.5
1	8	8	0.5
1	8	9	0.5
1	8	10	0.5
1	8	11	0.5
1	9	1	0.5714285714285714
1	9	2	0.5
1	9	3	0.5
1	9	5	0.5
1	9	7	0.5
1	9	8	0.5
1	9	10	0.5
1	9	11	0.5
1	10	0	0.4642857142857143
1	10	1	0.6153846153846154
1	10	4	0.4230769230769231
1	10	7	0.5
1	11	3	0.5
1	11	4	0.5
1	11	5	0.5
1	11	7	0.5
1	12	0	0.5
1	12	1	0.8461538461538461
1	12	2	0.5
1	12	4	0.5
1	12	7	0.5
1	12	10	0.5
1	13	0	0.5
1	13	1	0.45454545454545453
1	13	2	0.5
1	13	3	0.5
1	13	4	0.5
1	13	5	0.5
1	13	7	0.5
1	13	10	0.5
1	14	0	0.5
1	14	1	0.5
1	14	2	0.5
1	14	3	0.5
1	14	4	0.5
1	14	5	0.5
1	14	7	0.5
1	14	9	0.5
1	14	10	0.5
1	15	0	0.5
1	15	2	0.5
1	15	3	0.5
1	15	4	0.5
1	15	7	0.5
1	15	8	0.5
1	15	10	0.5
1	15	11	0.5
1	16	2	0.5
1	16	4	0.5
1	16	7	0.5
1	16	8	0.5
1	16	10	0.5
1	17	0	0.5
1	17	1	0.5
1	17	2	0.5
1	17	4	0.5
1	17	7	0.5
1	17	9	0.5
1	17	10	0.5
1	18	0	0.5
1	18	1	0.5
1	18	2	0.5
1	18	3	0.5
1	18	4	0.5
1	18	6	0.5
1	18	7	0.5
1	18	11	0.5
1	19	0	0.5
1	19	2	0.5
1	19	3	0.5
1	19	4	0.5
1	19	5	0.5
1	19	7	0.5
1	19	9	0.5
1	20	0	0.5
1	20	1	0.5
1	20	2	0.5
1	20	3	0.5
1	20	9	0.5
1	20	10	0.5
1	20	11	0.5
1	21	0	0.5
1	21	2	0.5
1	21	4	0.5
1	21	5	0.5
1	21	6	0.5
1	21	7	0.5
1	21	10	0.5
1	21	11	0.5
1	22	2	0.5
1	22	3	0.5
1	22	4	0.5
1	22	5	0.5
1	22	10	0.5
1	22	11	0.5
1	23	0	0.5
1	23	2	0.5
1	23	4	0.5
1	23	7	0.5
1	23	9	0.5
1	23	10	0.5
1	23	11	0.5
1	24	2	0.5
1	24	3	0.5
1	24	7	0.5
1	25	0	0.5
1	25	2	0.5
1	25	7	0.5
1	26	2	0.5
1	26	3	0.5
1	26	4	0.5
1	26	5	0.5
1	26	7	0.5
1	26	10	0.5
1	27	1	0.5
1	27	2	0.5
1	27	3	0.5
