id_smiles_0,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12
id_smiles_1,CCN(CC)C(=S)SSC(=S)N(CC)CC
id_smiles_2,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21
id_smiles_3,O=C(CCl)c1ccc(Cl)cc1Cl
id_smiles_4,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1
id_smiles_5,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
id_smiles_6,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
id_smiles_7,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1
id_smiles_8,CCCCCCOc1ccc(C(=N)N(CCCC)CCCC)c2ccccc12
id_smiles_9,CCCCCCCCCCCCCC[N+](C)(C)C
id_smiles_10,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1
id_smiles_11,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
id_smiles_12,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
id_smiles_13,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
id_smiles_14,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
id_smiles_15,CCCCCCCCCCCCCCCC[n+]1ccccc1
id_smiles_16,Cc1cc(C2CCCCC2)n(O)c(=O)c1
id_smiles_17,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1
id_smiles_18,CN(C)C(=S)SC(=S)N(C)C
id_smiles_19,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
id_smiles_20,CN(C)C(=S)SSC(=S)N(C)C
id_smiles_21,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
id_smiles_22,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N=N2)[C@H]1C1CCC(F)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
id_smiles_23,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1
id_smiles_24,CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
id_smiles_25,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
id_smiles_26,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12
id_smiles_27,CC1=CC(=O)c2ccccc2C1=O
id_smiles_28,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
id_smiles_29,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
id_smiles_30,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
id_smiles_31,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
id_smiles_32,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
id_smiles_33,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O
id_smiles_34,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O
id_smiles_35,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
id_smiles_36,CCCCCCCCCCOCC(O)CN
id_smiles_37,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
id_smiles_38,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
id_smiles_39,Cc1cc(O)c2ccccc2c1O
id_smiles_40,Nc1ccc2cc3ccc(N)cc3nc2c1
id_smiles_41,Cc1cc(=O)oc2cc(O)ccc12
id_smiles_42,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
id_smiles_43,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
id_smiles_44,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
id_smiles_45,CCCCCCCCCCCCCCCC[N+](C)(C)C
id_smiles_46,CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21
id_smiles_47,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
id_smiles_48,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
id_smiles_49,CCN(CC)CCNC(=O)C1C(C)=NC(/C=C2\C(=O)Nc3ccc(F)cc32)=C1C
id_smiles_50,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
id_smiles_51,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C
id_smiles_52,O=c1[nH]sc2cc(Cl)ccc12
id_smiles_53,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
id_smiles_54,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1
id_smiles_55,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
id_smiles_56,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
id_smiles_57,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
id_smiles_58,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
id_smiles_59,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
id_smiles_60,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
id_smiles_61,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
id_smiles_62,Oc1c(Cl)cc(Cl)c2cccnc12
id_smiles_63,CN(C)CCCN1c2ccccc2CCc2ccccc21
id_smiles_64,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N/Nc1cccc(-c2cccc(C(=O)O)c2)c1O
id_smiles_65,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
id_smiles_66,O=[N+]([O-])c1ccc(O)c2ncccc12
id_smiles_67,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
id_smiles_68,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
id_smiles_69,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
id_smiles_70,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
id_smiles_71,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1
id_smiles_72,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
id_smiles_73,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
id_smiles_74,CCN(CC)CCOc1ccc2c(c1)C(=O)c1cc(OCCN(CC)CC)ccc1-2
id_smiles_75,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
id_smiles_76,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1
id_smiles_77,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
id_smiles_78,Nc1cc(C(F)(F)F)ccc1S
id_smiles_79,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
id_smiles_80,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
id_smiles_81,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
id_smiles_82,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
id_smiles_83,O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
id_smiles_84,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1
id_smiles_85,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
id_smiles_86,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
id_smiles_87,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
id_smiles_88,CNCCCCOc1ccccc1Cc1ccccc1
id_smiles_89,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
id_smiles_90,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
id_smiles_91,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
id_smiles_92,C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
id_smiles_93,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
id_smiles_94,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
id_smiles_95,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
id_smiles_96,[O-][S+](c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
id_smiles_97,Cc1ccc2c(Br)cc(Br)c(O)c2n1
id_smiles_98,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
id_smiles_99,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
id_smiles_100,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
id_smiles_101,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
id_smiles_102,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-]
id_smiles_103,CCC(CN)=C(c1ccccc1)c1ccccc1
id_smiles_104,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
id_smiles_105,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
id_smiles_106,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
id_smiles_107,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
id_smiles_108,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1
id_smiles_109,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12
id_smiles_110,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12
id_smiles_111,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1
id_smiles_112,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F
id_smiles_113,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
id_smiles_114,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
id_smiles_115,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1
id_smiles_116,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
id_smiles_117,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
id_smiles_118,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2
id_smiles_119,O=C(N/N=C/c1ccccc1O)c1ccncc1
id_smiles_120,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
